sku_id,weekenddt,qtysold,qtyinstock,qtyorder,unit,avg_lead_days,max_lead_days,unit_price,category,product,loc
2977BA,14/05/2023,12,5,3,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,14/05/2023,13,30,3,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,14/05/2023,10,44,4,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,14/05/2023,5,36,2,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,14/05/2023,12,1,6,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,14/05/2023,3,45,1,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,14/05/2023,3,36,5,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,14/05/2023,6,50,4,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,14/05/2023,7,39,6,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,14/05/2023,5,35,5,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,14/05/2023,3,15,2,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,14/05/2023,1,8,6,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,14/05/2023,1,33,7,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,14/05/2023,2,26,3,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,14/05/2023,7,15,2,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,14/05/2023,15,56,2,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,14/05/2023,15,30,6,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,14/05/2023,0,41,4,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,14/05/2023,0,25,4,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,14/05/2023,14,16,7,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,14/05/2023,14,27,7,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,14/05/2023,12,37,3,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,14/05/2023,13,10,4,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,14/05/2023,4,54,2,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,14/05/2023,1,39,6,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,14/05/2023,4,2,1,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,14/05/2023,5,60,6,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,14/05/2023,6,24,3,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,14/05/2023,5,17,0,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,14/05/2023,3,55,1,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,14/05/2023,3,19,0,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,14/05/2023,15,18,5,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,14/05/2023,13,8,1,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,14/05/2023,11,44,4,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,14/05/2023,5,0,0,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,14/05/2023,15,5,5,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,14/05/2023,13,31,6,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,14/05/2023,9,0,6,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,14/05/2023,6,3,6,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,14/05/2023,7,13,1,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,14/05/2023,4,16,4,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,14/05/2023,22,6,5,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,14/05/2023,23,12,2,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,14/05/2023,16,11,6,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,14/05/2023,19,14,6,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,14/05/2023,22,3,5,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,14/05/2023,28,8,2,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,14/05/2023,22,15,5,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,14/05/2023,27,3,4,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,14/05/2023,21,11,5,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,14/05/2023,4,29,7,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,14/05/2023,6,55,0,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,14/05/2023,3,36,5,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,14/05/2023,4,54,5,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,14/05/2023,0,30,5,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,14/05/2023,5,1,1,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,14/05/2023,14,19,2,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,14/05/2023,6,0,1,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,14/05/2023,7,54,4,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,14/05/2023,15,45,3,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,14/05/2023,8,0,0,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,14/05/2023,5,32,1,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,14/05/2023,11,18,5,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,14/05/2023,15,14,4,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,14/05/2023,9,3,3,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,14/05/2023,9,10,2,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,14/05/2023,4,15,2,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,14/05/2023,3,15,6,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,14/05/2023,4,10,6,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,14/05/2023,2,17,3,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,14/05/2023,3,17,0,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,14/05/2023,13,5,4,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,14/05/2023,8,47,4,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,14/05/2023,8,57,1,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,14/05/2023,12,52,3,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,14/05/2023,14,42,3,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,14/05/2023,13,27,3,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,14/05/2023,11,6,6,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,14/05/2023,5,55,7,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,14/05/2023,0,59,3,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,14/05/2023,6,38,1,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,14/05/2023,15,1,1,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,14/05/2023,6,35,1,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,14/05/2023,0,39,2,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,14/05/2023,9,32,7,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,14/05/2023,9,32,0,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,14/05/2023,6,13,3,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,14/05/2023,4,33,1,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,14/05/2023,9,55,3,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,14/05/2023,9,12,7,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,14/05/2023,7,33,5,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,14/05/2023,0,28,7,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,14/05/2023,15,27,2,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,14/05/2023,9,29,4,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,14/05/2023,0,7,2,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,14/05/2023,11,21,6,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,14/05/2023,12,17,0,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,14/05/2023,4,42,1,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,14/05/2023,9,26,1,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,14/05/2023,1,41,6,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,14/05/2023,14,26,7,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,14/05/2023,10,13,7,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,14/05/2023,2,26,4,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,14/05/2023,1,25,0,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,14/05/2023,3,20,4,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,14/05/2023,11,3,2,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,14/05/2023,6,4,2,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,14/05/2023,12,32,2,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,14/05/2023,1,25,7,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,14/05/2023,1,48,6,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,14/05/2023,15,58,7,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,14/05/2023,14,0,4,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,14/05/2023,11,12,4,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,14/05/2023,12,0,2,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,14/05/2023,7,14,1,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,14/05/2023,9,1,3,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,07/05/2023,4,59,0,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,07/05/2023,5,7,0,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,07/05/2023,8,54,1,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,07/05/2023,3,15,3,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,07/05/2023,13,13,0,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,07/05/2023,8,5,5,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,07/05/2023,12,13,7,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,07/05/2023,4,23,5,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,07/05/2023,7,34,1,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,07/05/2023,3,31,5,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,07/05/2023,1,4,1,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,07/05/2023,14,30,3,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,07/05/2023,10,20,2,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,07/05/2023,5,3,1,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,07/05/2023,8,7,7,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,07/05/2023,0,16,7,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,07/05/2023,10,24,5,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,07/05/2023,7,25,7,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,07/05/2023,8,27,0,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,07/05/2023,4,18,5,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,07/05/2023,5,26,0,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,07/05/2023,12,21,4,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,07/05/2023,4,21,6,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,07/05/2023,7,19,7,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,07/05/2023,6,6,5,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,07/05/2023,8,48,6,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,07/05/2023,3,46,3,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,07/05/2023,12,22,1,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,07/05/2023,3,9,3,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,07/05/2023,11,29,2,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,07/05/2023,13,11,7,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,07/05/2023,6,20,2,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,07/05/2023,2,11,5,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,07/05/2023,10,5,1,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,07/05/2023,12,9,3,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,07/05/2023,4,12,6,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,07/05/2023,7,6,2,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,07/05/2023,8,17,3,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,07/05/2023,15,3,5,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,07/05/2023,5,5,6,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,07/05/2023,0,6,4,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,07/05/2023,3,6,0,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,07/05/2023,13,16,5,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,07/05/2023,7,6,3,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,07/05/2023,11,54,6,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,07/05/2023,12,9,4,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,07/05/2023,14,41,3,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,07/05/2023,9,8,2,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,07/05/2023,13,45,7,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,07/05/2023,5,21,2,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,07/05/2023,6,12,6,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,07/05/2023,6,50,7,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,07/05/2023,13,31,6,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,07/05/2023,6,15,6,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,07/05/2023,2,11,1,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,07/05/2023,14,29,1,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,07/05/2023,7,40,6,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,07/05/2023,6,54,2,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,07/05/2023,4,9,6,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,07/05/2023,1,19,3,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,07/05/2023,8,43,3,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,07/05/2023,2,26,3,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,07/05/2023,15,27,5,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,07/05/2023,15,7,5,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,07/05/2023,3,5,7,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,07/05/2023,8,36,4,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,07/05/2023,1,49,0,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,07/05/2023,9,11,6,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,07/05/2023,5,3,1,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,07/05/2023,8,34,6,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,07/05/2023,7,49,7,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,07/05/2023,6,12,4,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,07/05/2023,14,8,4,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,07/05/2023,9,7,0,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,07/05/2023,8,50,2,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,07/05/2023,5,49,4,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,07/05/2023,6,22,6,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,07/05/2023,9,3,4,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,07/05/2023,15,49,6,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,07/05/2023,7,14,7,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,07/05/2023,13,40,0,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,07/05/2023,0,17,1,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,07/05/2023,9,18,0,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,07/05/2023,5,1,7,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,07/05/2023,2,53,4,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,07/05/2023,13,59,3,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,07/05/2023,10,35,5,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,07/05/2023,0,6,2,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,07/05/2023,7,39,0,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,07/05/2023,2,2,2,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,07/05/2023,11,30,2,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,07/05/2023,5,1,1,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,07/05/2023,7,38,6,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,07/05/2023,11,45,7,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,07/05/2023,10,15,4,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,07/05/2023,13,55,0,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,07/05/2023,2,57,3,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,07/05/2023,7,20,3,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,07/05/2023,5,16,0,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,07/05/2023,2,24,5,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,07/05/2023,0,25,0,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,07/05/2023,15,36,4,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,07/05/2023,9,23,2,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,07/05/2023,3,52,4,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,07/05/2023,14,49,4,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,07/05/2023,18,44,1,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,07/05/2023,20,16,6,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,07/05/2023,12,2,2,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,07/05/2023,17,45,1,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,07/05/2023,7,12,0,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,07/05/2023,12,31,0,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,07/05/2023,20,5,2,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,07/05/2023,14,15,7,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,07/05/2023,8,15,2,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,07/05/2023,6,22,3,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,07/05/2023,13,20,1,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,07/05/2023,14,17,0,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,07/05/2023,14,17,6,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,07/05/2023,0,21,2,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,07/05/2023,0,28,4,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,07/05/2023,0,21,0,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,07/05/2023,12,27,7,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,07/05/2023,5,16,7,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,07/05/2023,9,54,5,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,07/05/2023,10,21,7,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,07/05/2023,6,37,5,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,07/05/2023,1,21,3,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,07/05/2023,7,47,1,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,07/05/2023,5,0,0,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,07/05/2023,4,2,7,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,07/05/2023,12,4,1,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,07/05/2023,4,38,4,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,07/05/2023,0,32,5,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,07/05/2023,2,15,4,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,07/05/2023,9,29,6,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,07/05/2023,9,29,0,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,07/05/2023,13,21,6,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,07/05/2023,9,29,6,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,07/05/2023,9,20,1,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,07/05/2023,14,28,0,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,07/05/2023,6,17,4,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,07/05/2023,1,17,2,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,07/05/2023,10,35,5,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,07/05/2023,3,50,5,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,07/05/2023,6,23,1,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,07/05/2023,8,49,5,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,07/05/2023,9,12,3,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,07/05/2023,2,12,3,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,07/05/2023,6,0,3,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,30/04/2023,12,6,3,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,30/04/2023,2,52,7,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,30/04/2023,7,38,0,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,30/04/2023,14,1,4,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,30/04/2023,15,32,2,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,30/04/2023,15,18,0,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,30/04/2023,8,47,7,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,30/04/2023,11,15,6,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,30/04/2023,9,43,7,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,30/04/2023,5,53,4,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,30/04/2023,15,20,1,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,30/04/2023,5,50,5,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,30/04/2023,1,36,0,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,30/04/2023,6,33,4,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,30/04/2023,3,55,7,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,30/04/2023,9,15,1,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,30/04/2023,13,23,4,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,30/04/2023,12,56,4,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,30/04/2023,9,25,2,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,30/04/2023,10,7,5,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,30/04/2023,9,33,7,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,30/04/2023,12,10,6,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,30/04/2023,8,21,5,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,30/04/2023,0,41,0,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,30/04/2023,8,1,3,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,30/04/2023,4,18,2,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,30/04/2023,14,27,1,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,30/04/2023,2,19,4,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,30/04/2023,10,30,6,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,30/04/2023,0,29,4,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,30/04/2023,14,17,3,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,30/04/2023,5,16,7,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,30/04/2023,12,22,0,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,30/04/2023,16,24,3,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,30/04/2023,15,27,6,Unit,60,96,27.00,Parts,Dresser Decor,NSW
